Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_2_nn_15', 'ga_generation_1_nn_13.keras', 'ga_generation_1_nn_20.keras', '0.98989898989899', '__average_crossover_and_flat_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_16', 'ga_generation_1_nn_13.keras', 'ga_generation_1_nn_20.keras', '0.98989898989899', '__average_crossover_and_flat_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_17', 'ga_generation_1_nn_13.keras', 'ga_generation_1_nn_3.keras', '0.98989898989899', '__one_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_18', 'ga_generation_1_nn_13.keras', 'ga_generation_1_nn_3.keras', '0.98989898989899', '__one_point_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_19', 'ga_generation_1_nn_3.keras', 'ga_generation_1_nn_11.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_2_nn_20', 'ga_generation_1_nn_3.keras', 'ga_generation_1_nn_11.keras', '0.98989898989899', '__multivariate_crossover', '0.010101010101010102', 'None'
'ga_generation_3_nn_1', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_2', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_3', 'ga_generation_2_nn_20.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_4', 'ga_generation_2_nn_20.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_5', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_11.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_6', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_11.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_7', 'ga_generation_2_nn_6.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_8', 'ga_generation_2_nn_6.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_9', 'ga_generation_2_nn_20.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__multivariate_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_10', 'ga_generation_2_nn_20.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__multivariate_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_11', 'ga_generation_2_nn_20.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_12', 'ga_generation_2_nn_20.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_13', 'ga_generation_2_nn_6.keras', 'ga_generation_2_nn_11.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_14', 'ga_generation_2_nn_6.keras', 'ga_generation_2_nn_11.keras', '0.9797979797979798', '__one_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_15', 'ga_generation_2_nn_6.keras', 'ga_generation_2_nn_14.keras', '0.9797979797979798', '__arithmetic_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_16', 'ga_generation_2_nn_6.keras', 'ga_generation_2_nn_14.keras', '0.9797979797979798', '__arithmetic_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_17', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_18', 'ga_generation_2_nn_13.keras', 'ga_generation_2_nn_18.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_19', 'ga_generation_2_nn_11.keras', 'ga_generation_2_nn_6.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_20', 'ga_generation_2_nn_11.keras', 'ga_generation_2_nn_6.keras', '0.9797979797979798', '__multi_point_crossover', '0.020202020202020204', 'None'
'ga_generation_4_nn_1', 'ga_generation_3_nn_2.keras', 'ga_generation_3_nn_20.keras', '0.9696969696969697', '__multivariate_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_2', 'ga_generation_3_nn_2.keras', 'ga_generation_3_nn_20.keras', '0.9696969696969697', '__multivariate_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_3', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_4', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_5', 'ga_generation_3_nn_2.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__average_crossover_and_flat_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_6', 'ga_generation_3_nn_2.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__average_crossover_and_flat_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_7', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_18.keras', '0.9696969696969697', '__multi_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_8', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_18.keras', '0.9696969696969697', '__multi_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_9', 'ga_generation_3_nn_8.keras', 'ga_generation_3_nn_18.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_10', 'ga_generation_3_nn_8.keras', 'ga_generation_3_nn_18.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_11', 'ga_generation_3_nn_5.keras', 'ga_generation_3_nn_20.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_12', 'ga_generation_3_nn_5.keras', 'ga_generation_3_nn_20.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_13', 'ga_generation_3_nn_20.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_14', 'ga_generation_3_nn_20.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_15', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_8.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_16', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_8.keras', '0.9696969696969697', '__one_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_17', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_18', 'ga_generation_3_nn_15.keras', 'ga_generation_3_nn_5.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_19', 'ga_generation_3_nn_20.keras', 'ga_generation_3_nn_18.keras', '0.9696969696969697', 'None', '0.030303030303030304', 'None'
'ga_generation_4_nn_20', 'ga_generation_3_nn_20.keras', 'ga_generation_3_nn_18.keras', '0.9696969696969697', 'None', '0.030303030303030304', 'None'
'ga_generation_5_nn_1', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_2', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_3', 'ga_generation_4_nn_1.keras', 'ga_generation_4_nn_5.keras', '0.9595959595959596', '__uniform_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_4', 'ga_generation_4_nn_1.keras', 'ga_generation_4_nn_5.keras', '0.9595959595959596', '__uniform_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_5', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_4.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_6', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_4.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_7', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_1.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_8', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_1.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_9', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_18.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_10', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_18.keras', '0.9595959595959596', '__arithmetic_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_11', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_8.keras', '0.9595959595959596', '__uniform_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_12', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_8.keras', '0.9595959595959596', '__uniform_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_13', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_8.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_14', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_8.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_15', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_18.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_16', 'ga_generation_4_nn_14.keras', 'ga_generation_4_nn_18.keras', '0.9595959595959596', '__multivariate_crossover', '0.04040404040404041', '__displacement_mutation'
'ga_generation_5_nn_17', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_1.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_18', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_1.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_19', 'ga_generation_4_nn_4.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_20', 'ga_generation_4_nn_4.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_6_nn_1', 'ga_generation_5_nn_15.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__uniform_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_2', 'ga_generation_5_nn_15.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__uniform_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_3', 'ga_generation_5_nn_7.keras', 'ga_generation_5_nn_12.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_4', 'ga_generation_5_nn_7.keras', 'ga_generation_5_nn_12.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_5', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__average_crossover_and_flat_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_6', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__average_crossover_and_flat_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_7', 'ga_generation_5_nn_12.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_8', 'ga_generation_5_nn_12.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_9', 'ga_generation_5_nn_7.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_10', 'ga_generation_5_nn_7.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_11', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_12', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_13', 'ga_generation_5_nn_12.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__multi_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_14', 'ga_generation_5_nn_12.keras', 'ga_generation_5_nn_19.keras', '0.9494949494949495', '__multi_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_15', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__multi_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_16', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__multi_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_17', 'ga_generation_5_nn_10.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_18', 'ga_generation_5_nn_10.keras', 'ga_generation_5_nn_7.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_19', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_12.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_20', 'ga_generation_5_nn_2.keras', 'ga_generation_5_nn_12.keras', '0.9494949494949495', '__one_point_crossover', '0.050505050505050504', 'None'
'ga_generation_7_nn_1', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_2', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_3', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_9.keras', '0.9393939393939394', '__multi_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_4', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_9.keras', '0.9393939393939394', '__multi_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_5', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_2.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_6', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_2.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_7', 'ga_generation_6_nn_16.keras', 'ga_generation_6_nn_2.keras', '0.9393939393939394', 'None', '0.06060606060606061', 'None'
'ga_generation_7_nn_8', 'ga_generation_6_nn_16.keras', 'ga_generation_6_nn_2.keras', '0.9393939393939394', 'None', '0.06060606060606061', 'None'
'ga_generation_7_nn_9', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_10', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', '__displacement_inversion_mutation'
'ga_generation_7_nn_11', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_16.keras', '0.9393939393939394', '__multi_point_crossover', '0.06060606060606061', '__inversion_mutation'
'ga_generation_7_nn_12', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_16.keras', '0.9393939393939394', '__multi_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_13', 'ga_generation_6_nn_17.keras', 'ga_generation_6_nn_9.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', '__displacement_inversion_mutation'
'ga_generation_7_nn_14', 'ga_generation_6_nn_17.keras', 'ga_generation_6_nn_9.keras', '0.9393939393939394', '__one_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_15', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__arithmetic_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_16', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__arithmetic_crossover', '0.06060606060606061', '__displacement_inversion_mutation'
'ga_generation_7_nn_17', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_18', 'ga_generation_6_nn_2.keras', 'ga_generation_6_nn_17.keras', '0.9393939393939394', '__average_crossover_and_flat_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_19', 'ga_generation_6_nn_16.keras', 'ga_generation_6_nn_7.keras', '0.9393939393939394', 'None', '0.06060606060606061', 'None'
'ga_generation_7_nn_20', 'ga_generation_6_nn_16.keras', 'ga_generation_6_nn_7.keras', '0.9393939393939394', 'None', '0.06060606060606061', 'None'
'ga_generation_8_nn_1', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_9.keras', '0.9292929292929293', '__uniform_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_2', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_9.keras', '0.9292929292929293', '__uniform_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_3', 'ga_generation_7_nn_4.keras', 'ga_generation_7_nn_5.keras', '0.9292929292929293', '__average_crossover_and_flat_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_4', 'ga_generation_7_nn_4.keras', 'ga_generation_7_nn_5.keras', '0.9292929292929293', '__average_crossover_and_flat_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_5', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_8.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_6', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_8.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_7', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_5.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_8', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_5.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_9', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_7.keras', '0.9292929292929293', '__multi_point_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_10', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_7.keras', '0.9292929292929293', '__multi_point_crossover', '0.0707070707070707', '__partial_shuffle_mutation'
'ga_generation_8_nn_11', 'ga_generation_7_nn_4.keras', 'ga_generation_7_nn_9.keras', '0.9292929292929293', '__multivariate_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_12', 'ga_generation_7_nn_4.keras', 'ga_generation_7_nn_9.keras', '0.9292929292929293', '__multivariate_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_13', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_4.keras', '0.9292929292929293', '__average_crossover_and_flat_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_14', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_4.keras', '0.9292929292929293', '__average_crossover_and_flat_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_15', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_8.keras', '0.9292929292929293', '__average_crossover_and_flat_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_16', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_8.keras', '0.9292929292929293', '__average_crossover_and_flat_crossover', '0.0707070707070707', '__partial_shuffle_mutation'
'ga_generation_8_nn_17', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_5.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_18', 'ga_generation_7_nn_8.keras', 'ga_generation_7_nn_5.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_19', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_8.keras', '0.9292929292929293', '__one_point_crossover', '0.0707070707070707', '__swap_mutation'
'ga_generation_8_nn_20', 'ga_generation_7_nn_7.keras', 'ga_generation_7_nn_8.keras', '0.9292929292929293', '__one_point_crossover', '0.0707070707070707', 'None'
'ga_generation_9_nn_1', 'ga_generation_8_nn_10.keras', 'ga_generation_8_nn_3.keras', '0.9191919191919192', 'None', '0.08080808080808081', 'None'
'ga_generation_9_nn_2', 'ga_generation_8_nn_10.keras', 'ga_generation_8_nn_3.keras', '0.9191919191919192', 'None', '0.08080808080808081', 'None'
'ga_generation_9_nn_3', 'ga_generation_8_nn_9.keras', 'ga_generation_8_nn_1.keras', '0.9191919191919192', '__uniform_crossover', '0.08080808080808081', 'None'
