Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_3_nn_14', 'ga_generation_2_nn_15.keras', 'ga_generation_2_nn_13.keras', '0.9797979797979798', '__uniform_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_15', 'ga_generation_2_nn_8.keras', 'ga_generation_2_nn_7.keras', '0.9797979797979798', '__linear_recombination_crossover', '0.020202020202020204', 'None'
'ga_generation_3_nn_16', 'ga_generation_2_nn_8.keras', 'ga_generation_2_nn_7.keras', '0.9797979797979798', '__linear_recombination_crossover', '0.020202020202020204', 'None'
'ga_generation_4_nn_7', 'ga_generation_2_nn_7.keras', 'ga_generation_2_nn_15.keras', '0.9696969696969697', '__linear_recombination_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_8', 'ga_generation_2_nn_7.keras', 'ga_generation_2_nn_15.keras', '0.9696969696969697', '__linear_recombination_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_9', 'ga_generation_2_nn_14.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_10', 'ga_generation_2_nn_14.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__uniform_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_11', 'ga_generation_2_nn_8.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__multi_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_12', 'ga_generation_2_nn_8.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__multi_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_13', 'ga_generation_3_nn_8.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__multi_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_14', 'ga_generation_3_nn_8.keras', 'ga_generation_3_nn_12.keras', '0.9696969696969697', '__multi_point_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_15', 'ga_generation_2_nn_7.keras', 'ga_generation_2_nn_15.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_4_nn_16', 'ga_generation_2_nn_7.keras', 'ga_generation_2_nn_15.keras', '0.9696969696969697', '__arithmetic_crossover', '0.030303030303030304', 'None'
'ga_generation_5_nn_7', 'ga_generation_4_nn_16.keras', 'ga_generation_4_nn_10.keras', '0.9595959595959596', '__multi_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_8', 'ga_generation_4_nn_16.keras', 'ga_generation_4_nn_10.keras', '0.9595959595959596', '__multi_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_9', 'ga_generation_2_nn_14.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', '__uniform_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_10', 'ga_generation_2_nn_14.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', '__uniform_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_11', 'ga_generation_4_nn_9.keras', 'ga_generation_4_nn_16.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_12', 'ga_generation_4_nn_9.keras', 'ga_generation_4_nn_16.keras', '0.9595959595959596', '__one_point_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_13', 'ga_generation_4_nn_12.keras', 'ga_generation_2_nn_14.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_14', 'ga_generation_4_nn_12.keras', 'ga_generation_2_nn_14.keras', '0.9595959595959596', '__average_crossover_and_flat_crossover', '0.04040404040404041', 'None'
'ga_generation_5_nn_15', 'ga_generation_4_nn_9.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', 'None', '0.04040404040404041', 'None'
'ga_generation_5_nn_16', 'ga_generation_4_nn_9.keras', 'ga_generation_4_nn_14.keras', '0.9595959595959596', 'None', '0.04040404040404041', 'None'
'ga_generation_6_nn_7', 'ga_generation_4_nn_10.keras', 'ga_generation_2_nn_14.keras', '0.9494949494949495', '__average_crossover_and_flat_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_8', 'ga_generation_4_nn_10.keras', 'ga_generation_2_nn_14.keras', '0.9494949494949495', '__average_crossover_and_flat_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_9', 'ga_generation_5_nn_15.keras', 'ga_generation_4_nn_16.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_10', 'ga_generation_5_nn_15.keras', 'ga_generation_4_nn_16.keras', '0.9494949494949495', '__multivariate_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_11', 'ga_generation_5_nn_15.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', '__linear_recombination_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_12', 'ga_generation_5_nn_15.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', '__linear_recombination_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_13', 'ga_generation_5_nn_15.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', 'None', '0.050505050505050504', 'None'
'ga_generation_6_nn_14', 'ga_generation_5_nn_15.keras', 'ga_generation_5_nn_13.keras', '0.9494949494949495', 'None', '0.050505050505050504', 'None'
'ga_generation_6_nn_15', 'ga_generation_4_nn_10.keras', 'ga_generation_2_nn_14.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_6_nn_16', 'ga_generation_4_nn_10.keras', 'ga_generation_2_nn_14.keras', '0.9494949494949495', '__arithmetic_crossover', '0.050505050505050504', 'None'
'ga_generation_7_nn_7', 'ga_generation_6_nn_16.keras', 'ga_generation_6_nn_11.keras', '0.9393939393939394', '__arithmetic_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_8', 'ga_generation_6_nn_16.keras', 'ga_generation_6_nn_11.keras', '0.9393939393939394', '__arithmetic_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_9', 'ga_generation_4_nn_10.keras', 'ga_generation_5_nn_15.keras', '0.9393939393939394', '__linear_recombination_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_10', 'ga_generation_4_nn_10.keras', 'ga_generation_5_nn_15.keras', '0.9393939393939394', '__linear_recombination_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_11', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_15.keras', '0.9393939393939394', '__arithmetic_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_12', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_15.keras', '0.9393939393939394', '__arithmetic_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_13', 'ga_generation_4_nn_10.keras', 'ga_generation_6_nn_11.keras', '0.9393939393939394', '__multi_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_14', 'ga_generation_4_nn_10.keras', 'ga_generation_6_nn_11.keras', '0.9393939393939394', '__multi_point_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_15', 'ga_generation_6_nn_16.keras', 'ga_generation_5_nn_15.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_7_nn_16', 'ga_generation_6_nn_16.keras', 'ga_generation_5_nn_15.keras', '0.9393939393939394', '__uniform_crossover', '0.06060606060606061', 'None'
'ga_generation_8_nn_7', 'ga_generation_7_nn_16.keras', 'ga_generation_7_nn_15.keras', '0.9292929292929293', '__multivariate_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_8', 'ga_generation_7_nn_16.keras', 'ga_generation_7_nn_15.keras', '0.9292929292929293', '__multivariate_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_9', 'ga_generation_7_nn_15.keras', 'ga_generation_4_nn_10.keras', '0.9292929292929293', '__one_point_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_10', 'ga_generation_7_nn_15.keras', 'ga_generation_4_nn_10.keras', '0.9292929292929293', '__one_point_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_11', 'ga_generation_6_nn_15.keras', 'ga_generation_7_nn_10.keras', '0.9292929292929293', '__linear_recombination_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_12', 'ga_generation_6_nn_15.keras', 'ga_generation_7_nn_10.keras', '0.9292929292929293', '__linear_recombination_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_13', 'ga_generation_7_nn_10.keras', 'ga_generation_7_nn_16.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_14', 'ga_generation_7_nn_10.keras', 'ga_generation_7_nn_16.keras', '0.9292929292929293', '__arithmetic_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_15', 'ga_generation_7_nn_16.keras', 'ga_generation_6_nn_15.keras', '0.9292929292929293', '__one_point_crossover', '0.0707070707070707', 'None'
'ga_generation_8_nn_16', 'ga_generation_7_nn_16.keras', 'ga_generation_6_nn_15.keras', '0.9292929292929293', '__one_point_crossover', '0.0707070707070707', 'None'
'ga_generation_9_nn_7', 'ga_generation_6_nn_15.keras', 'ga_generation_8_nn_13.keras', '0.9191919191919192', '__uniform_crossover', '0.08080808080808081', 'None'
'ga_generation_9_nn_8', 'ga_generation_6_nn_15.keras', 'ga_generation_8_nn_13.keras', '0.9191919191919192', '__uniform_crossover', '0.08080808080808081', 'None'
'ga_generation_9_nn_9', 'ga_generation_8_nn_13.keras', 'ga_generation_8_nn_7.keras', '0.9191919191919192', '__multivariate_crossover', '0.08080808080808081', 'None'
'ga_generation_9_nn_10', 'ga_generation_8_nn_13.keras', 'ga_generation_8_nn_7.keras', '0.9191919191919192', '__multivariate_crossover', '0.08080808080808081', 'None'
'ga_generation_9_nn_11', 'ga_generation_7_nn_16.keras', 'ga_generation_7_nn_15.keras', '0.9191919191919192', 'None', '0.08080808080808081', 'None'
'ga_generation_9_nn_12', 'ga_generation_7_nn_16.keras', 'ga_generation_7_nn_15.keras', '0.9191919191919192', 'None', '0.08080808080808081', 'None'
'ga_generation_9_nn_13', 'ga_generation_4_nn_10.keras', 'ga_generation_7_nn_15.keras', '0.9191919191919192', '__average_crossover_and_flat_crossover', '0.08080808080808081', 'None'
'ga_generation_9_nn_14', 'ga_generation_4_nn_10.keras', 'ga_generation_7_nn_15.keras', '0.9191919191919192', '__average_crossover_and_flat_crossover', '0.08080808080808081', 'None'
'ga_generation_9_nn_15', 'ga_generation_7_nn_16.keras', 'ga_generation_7_nn_15.keras', '0.9191919191919192', '__arithmetic_crossover', '0.08080808080808081', '__displacement_inversion_mutation'
'ga_generation_9_nn_16', 'ga_generation_7_nn_16.keras', 'ga_generation_7_nn_15.keras', '0.9191919191919192', '__arithmetic_crossover', '0.08080808080808081', 'None'
'ga_generation_10_nn_7', 'ga_generation_9_nn_7.keras', 'ga_generation_8_nn_7.keras', '0.9090909090909091', '__linear_recombination_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_8', 'ga_generation_9_nn_7.keras', 'ga_generation_8_nn_7.keras', '0.9090909090909091', '__linear_recombination_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_9', 'ga_generation_9_nn_11.keras', 'ga_generation_9_nn_12.keras', '0.9090909090909091', '__multi_point_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_10', 'ga_generation_9_nn_11.keras', 'ga_generation_9_nn_12.keras', '0.9090909090909091', '__multi_point_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_11', 'ga_generation_9_nn_12.keras', 'ga_generation_9_nn_7.keras', '0.9090909090909091', '__multivariate_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_12', 'ga_generation_9_nn_12.keras', 'ga_generation_9_nn_7.keras', '0.9090909090909091', '__multivariate_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_13', 'ga_generation_8_nn_7.keras', 'ga_generation_9_nn_12.keras', '0.9090909090909091', '__arithmetic_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_14', 'ga_generation_8_nn_7.keras', 'ga_generation_9_nn_12.keras', '0.9090909090909091', '__arithmetic_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_15', 'ga_generation_9_nn_12.keras', 'ga_generation_8_nn_7.keras', '0.9090909090909091', '__uniform_crossover', '0.09090909090909091', 'None'
'ga_generation_10_nn_16', 'ga_generation_9_nn_12.keras', 'ga_generation_8_nn_7.keras', '0.9090909090909091', '__uniform_crossover', '0.09090909090909091', 'None'
'ga_generation_11_nn_7', 'ga_generation_10_nn_8.keras', 'ga_generation_4_nn_10.keras', '0.898989898989899', '__one_point_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_8', 'ga_generation_10_nn_8.keras', 'ga_generation_4_nn_10.keras', '0.898989898989899', '__one_point_crossover', '0.10101010101010101', '__displacement_mutation'
'ga_generation_11_nn_9', 'ga_generation_10_nn_13.keras', 'ga_generation_10_nn_8.keras', '0.898989898989899', '__multi_point_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_10', 'ga_generation_10_nn_13.keras', 'ga_generation_10_nn_8.keras', '0.898989898989899', '__multi_point_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_11', 'ga_generation_10_nn_8.keras', 'ga_generation_9_nn_9.keras', '0.898989898989899', '__one_point_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_12', 'ga_generation_10_nn_8.keras', 'ga_generation_9_nn_9.keras', '0.898989898989899', '__one_point_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_13', 'ga_generation_10_nn_8.keras', 'ga_generation_4_nn_10.keras', '0.898989898989899', '__multivariate_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_14', 'ga_generation_10_nn_8.keras', 'ga_generation_4_nn_10.keras', '0.898989898989899', '__multivariate_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_15', 'ga_generation_9_nn_9.keras', 'ga_generation_10_nn_14.keras', '0.898989898989899', '__one_point_crossover', '0.10101010101010101', 'None'
'ga_generation_11_nn_16', 'ga_generation_9_nn_9.keras', 'ga_generation_10_nn_14.keras', '0.898989898989899', '__one_point_crossover', '0.10101010101010101', 'None'
'ga_generation_12_nn_7', 'ga_generation_10_nn_8.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', '__average_crossover_and_flat_crossover', '0.1111111111111111', 'None'
'ga_generation_12_nn_8', 'ga_generation_10_nn_8.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', '__average_crossover_and_flat_crossover', '0.1111111111111111', 'None'
'ga_generation_12_nn_9', 'ga_generation_11_nn_15.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', 'None', '0.1111111111111111', 'None'
'ga_generation_12_nn_10', 'ga_generation_11_nn_15.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', 'None', '0.1111111111111111', 'None'
'ga_generation_12_nn_11', 'ga_generation_11_nn_7.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', '__multi_point_crossover', '0.1111111111111111', 'None'
'ga_generation_12_nn_12', 'ga_generation_11_nn_7.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', '__multi_point_crossover', '0.1111111111111111', '__inversion_mutation'
'ga_generation_12_nn_13', 'ga_generation_11_nn_7.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', '__multi_point_crossover', '0.1111111111111111', 'None'
'ga_generation_12_nn_14', 'ga_generation_11_nn_7.keras', 'ga_generation_11_nn_12.keras', '0.8888888888888888', '__multi_point_crossover', '0.1111111111111111', 'None'
'ga_generation_12_nn_15', 'ga_generation_11_nn_7.keras', 'ga_generation_11_nn_8.keras', '0.8888888888888888', '__multi_point_crossover', '0.1111111111111111', 'None'
'ga_generation_12_nn_16', 'ga_generation_11_nn_7.keras', 'ga_generation_11_nn_8.keras', '0.8888888888888888', '__multi_point_crossover', '0.1111111111111111', 'None'
'ga_generation_13_nn_7', 'ga_generation_12_nn_10.keras', 'ga_generation_12_nn_14.keras', '0.8787878787878788', '__average_crossover_and_flat_crossover', '0.12121212121212122', '__random_resetting_mutation'
'ga_generation_13_nn_8', 'ga_generation_12_nn_10.keras', 'ga_generation_12_nn_14.keras', '0.8787878787878788', '__average_crossover_and_flat_crossover', '0.12121212121212122', 'None'
'ga_generation_13_nn_9', 'ga_generation_12_nn_13.keras', 'ga_generation_11_nn_12.keras', '0.8787878787878788', 'None', '0.12121212121212122', 'None'
'ga_generation_13_nn_10', 'ga_generation_12_nn_13.keras', 'ga_generation_11_nn_12.keras', '0.8787878787878788', 'None', '0.12121212121212122', 'None'
'ga_generation_13_nn_11', 'ga_generation_12_nn_8.keras', 'ga_generation_11_nn_12.keras', '0.8787878787878788', '__one_point_crossover', '0.12121212121212122', 'None'
'ga_generation_13_nn_12', 'ga_generation_12_nn_8.keras', 'ga_generation_11_nn_12.keras', '0.8787878787878788', '__one_point_crossover', '0.12121212121212122', 'None'
'ga_generation_13_nn_13', 'ga_generation_12_nn_10.keras', 'ga_generation_12_nn_15.keras', '0.8787878787878788', '__multivariate_crossover', '0.12121212121212122', 'None'
'ga_generation_13_nn_14', 'ga_generation_12_nn_10.keras', 'ga_generation_12_nn_15.keras', '0.8787878787878788', '__multivariate_crossover', '0.12121212121212122', '__displacement_inversion_mutation'
'ga_generation_13_nn_15', 'ga_generation_11_nn_12.keras', 'ga_generation_12_nn_15.keras', '0.8787878787878788', 'None', '0.12121212121212122', 'None'
'ga_generation_13_nn_16', 'ga_generation_11_nn_12.keras', 'ga_generation_12_nn_15.keras', '0.8787878787878788', 'None', '0.12121212121212122', 'None'
'ga_generation_14_nn_7', 'ga_generation_13_nn_10.keras', 'ga_generation_13_nn_13.keras', '0.8686868686868687', '__multivariate_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_8', 'ga_generation_13_nn_10.keras', 'ga_generation_13_nn_13.keras', '0.8686868686868687', '__multivariate_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_9', 'ga_generation_13_nn_13.keras', 'ga_generation_12_nn_13.keras', '0.8686868686868687', '__one_point_crossover', '0.13131313131313133', '__partial_shuffle_mutation'
'ga_generation_14_nn_10', 'ga_generation_13_nn_13.keras', 'ga_generation_12_nn_13.keras', '0.8686868686868687', '__one_point_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_11', 'ga_generation_12_nn_13.keras', 'ga_generation_12_nn_15.keras', '0.8686868686868687', '__arithmetic_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_12', 'ga_generation_12_nn_13.keras', 'ga_generation_12_nn_15.keras', '0.8686868686868687', '__arithmetic_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_13', 'ga_generation_13_nn_13.keras', 'ga_generation_13_nn_10.keras', '0.8686868686868687', '__one_point_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_14', 'ga_generation_13_nn_13.keras', 'ga_generation_13_nn_10.keras', '0.8686868686868687', '__one_point_crossover', '0.13131313131313133', 'None'
'ga_generation_14_nn_15', 'ga_generation_13_nn_8.keras', 'ga_generation_12_nn_15.keras', '0.8686868686868687', 'None', '0.13131313131313133', 'None'
'ga_generation_14_nn_16', 'ga_generation_13_nn_8.keras', 'ga_generation_12_nn_15.keras', '0.8686868686868687', 'None', '0.13131313131313133', 'None'
'ga_generation_15_nn_7', 'ga_generation_14_nn_10.keras', 'ga_generation_13_nn_8.keras', '0.8585858585858586', '__one_point_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_8', 'ga_generation_14_nn_10.keras', 'ga_generation_13_nn_8.keras', '0.8585858585858586', '__one_point_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_9', 'ga_generation_13_nn_13.keras', 'ga_generation_13_nn_7.keras', '0.8585858585858586', '__average_crossover_and_flat_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_10', 'ga_generation_13_nn_13.keras', 'ga_generation_13_nn_7.keras', '0.8585858585858586', '__average_crossover_and_flat_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_11', 'ga_generation_13_nn_7.keras', 'ga_generation_13_nn_8.keras', '0.8585858585858586', 'None', '0.1414141414141414', 'None'
'ga_generation_15_nn_12', 'ga_generation_13_nn_7.keras', 'ga_generation_13_nn_8.keras', '0.8585858585858586', 'None', '0.1414141414141414', 'None'
'ga_generation_15_nn_13', 'ga_generation_13_nn_8.keras', 'ga_generation_14_nn_8.keras', '0.8585858585858586', '__average_crossover_and_flat_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_14', 'ga_generation_13_nn_8.keras', 'ga_generation_14_nn_8.keras', '0.8585858585858586', '__average_crossover_and_flat_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_15', 'ga_generation_14_nn_10.keras', 'ga_generation_13_nn_7.keras', '0.8585858585858586', '__multivariate_crossover', '0.1414141414141414', 'None'
'ga_generation_15_nn_16', 'ga_generation_14_nn_10.keras', 'ga_generation_13_nn_7.keras', '0.8585858585858586', '__multivariate_crossover', '0.1414141414141414', 'None'
'ga_generation_16_nn_7', 'ga_generation_14_nn_7.keras', 'ga_generation_14_nn_8.keras', '0.8484848484848485', '__average_crossover_and_flat_crossover', '0.15151515151515152', 'None'
'ga_generation_16_nn_8', 'ga_generation_14_nn_7.keras', 'ga_generation_14_nn_8.keras', '0.8484848484848485', '__average_crossover_and_flat_crossover', '0.15151515151515152', 'None'
'ga_generation_16_nn_9', 'ga_generation_15_nn_16.keras', 'ga_generation_15_nn_14.keras', '0.8484848484848485', '__uniform_crossover', '0.15151515151515152', 'None'
'ga_generation_16_nn_10', 'ga_generation_15_nn_16.keras', 'ga_generation_15_nn_14.keras', '0.8484848484848485', '__uniform_crossover', '0.15151515151515152', 'None'
'ga_generation_16_nn_11', 'ga_generation_14_nn_8.keras', 'ga_generation_15_nn_9.keras', '0.8484848484848485', '__arithmetic_crossover', '0.15151515151515152', '__random_resetting_mutation'
'ga_generation_16_nn_12', 'ga_generation_14_nn_8.keras', 'ga_generation_15_nn_9.keras', '0.8484848484848485', '__arithmetic_crossover', '0.15151515151515152', 'None'
'ga_generation_16_nn_13', 'ga_generation_14_nn_7.keras', 'ga_generation_15_nn_9.keras', '0.8484848484848485', '__linear_recombination_crossover', '0.15151515151515152', '__displacement_inversion_mutation'
'ga_generation_16_nn_14', 'ga_generation_14_nn_7.keras', 'ga_generation_15_nn_9.keras', '0.8484848484848485', '__linear_recombination_crossover', '0.15151515151515152', 'None'
'ga_generation_16_nn_15', 'ga_generation_15_nn_12.keras', 'ga_generation_14_nn_7.keras', '0.8484848484848485', 'None', '0.15151515151515152', 'None'
'ga_generation_16_nn_16', 'ga_generation_15_nn_12.keras', 'ga_generation_14_nn_7.keras', '0.8484848484848485', 'None', '0.15151515151515152', 'None'
'ga_generation_17_nn_7', 'ga_generation_14_nn_7.keras', 'ga_generation_15_nn_14.keras', '0.8383838383838383', 'None', '0.16161616161616163', 'None'
'ga_generation_17_nn_8', 'ga_generation_14_nn_7.keras', 'ga_generation_15_nn_14.keras', '0.8383838383838383', 'None', '0.16161616161616163', 'None'
